,ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
6666,8841,,150.66666669999998,0.80952381,15.0,0.695585997,1,,0.666666667,487216.3419,505786.0513,0.7596899220000001,,0.010832192,0.666666667,-69008.88884,154473.7485,246436.6269,1.456094789,6675346.158,0
6667,8842,0.029023065,140.66666669999998,,20.0,0.788461538,0,,0.666666667,3008588.994,0.666666667,0.7406060609999999,0.671497585,0.09548215800000001,0.8,298840.2864,2236373.477,0.666666667,1.212353258,892384.395,0
6668,8843,0.333545312,164.0,0.916666667,15.0,0.757575758,0,0.443772775,1.0,8008912.109,223363.6582,0.737623762,0.681742044,0.268619706,0.666666667,368328.2578,1211902.632,906838.5219,1.341865285,0.666666667,1
6669,8844,,17.33333333,,15.0,0.7648261759999999,0,,0.974358974,1148392.687,16014.35271,0.7512390729999999,0.666666667,-0.146353432,1.0,2814746.684,542732.0779,3766935.2810000004,1.437182877,0.666666667,0
6670,8845,2.427335797,67.33333333,0.729166667,25.0,0.754385965,1,1.6315999280000002,0.916666667,15600000.0,993598.8777,0.7861205920000001,0.666666667,-0.855292265,0.666666667,612360.5919,1061711.512,2319248.502,1.342508228,32216.88128,0
6671,8846,,,0.666666667,20.0,0.797678275,0,,0.8240740740000001,4460651.794,323833.3655,0.708982925,0.666666667,-0.027266321,0.683333333,121014.5381,-34534.14795,515095.4178,1.206630458,520.8184528,0
6672,8847,-0.123414842,69.0,0.75,3.549999952,0.7444444440000001,0,,0.9285714290000001,5277677.626,36174.2432,0.716981132,0.7446808509999999,0.077982207,1.0,286550.6918,447211.9478,262062.9995,1.3670028230000002,,0
6673,8848,0.142202209,12.33333333,1.0,10.0,0.7463126840000001,0,,1.0,3576167.008,19908.37055,0.717025916,0.666666667,,0.765064437,-256559.2891,4367489.02,1024135.315,1.357142857,356633.8683,0
6674,8849,0.01476556,109.0,0.666666667,9.0,0.745704467,0,0.339912024,0.666666667,3913106.433,0.666666667,0.781758958,0.666666667,0.141545119,0.666666667,111299.1735,242592.2481,465657.1913,1.63478175,,0
6675,8850,0.212801386,47.33333333,0.916666667,20.0,0.713043478,0,,,258939.3503,204222.9102,0.774305556,0.666666667,0.288783661,0.916666667,4806838.374,1276467.0,5725715.681,1.233766234,0.666666667,1
6676,8851,6.941935961,100.66666670000001,,15.0,0.7725,0,1.17146904,0.7333333329999999,-33171.43082,0.666666667,0.7518970229999999,0.672443115,0.196288622,,2009376.62,126650.7915,10269.07793,1.251009755,0.666666667,0
6677,8852,-0.116123818,180.66666669999998,0.666666667,10.0,0.888143177,0,0.311293074,0.666666667,1833007.3480000002,11617.898940000001,0.666666667,0.666666667,0.194962465,0.787037037,256858.4868,963586.9002,0.666666667,1.594318675,2470.136414,0
6678,8853,-0.314141155,55.66666667,0.692982456,10.0,0.7384370020000001,0,-0.243257737,0.666666667,2483538.2180000003,745185.0778,0.7213363709999999,0.666666667,,1.0,-881.6649702,1234081.0790000001,6082610.151000001,1.372831846,760741.4408,0
6679,8854,1.280446357,74.0,0.666666667,13.47999954,0.715350877,0,-0.7628899579999999,0.8666666670000001,16200000.0,0.666666667,0.76928717,,-1.978028079,1.0,254522.4001,125368.6349,687425.7363,1.495842181,0.666666667,1
6680,8855,,284.0,1.0,15.0,0.713631157,0,0.30084951,,-318813.1556,193607.171,0.756676558,0.7015873020000001,0.161565074,0.666666667,-773100.4019,1737654.3280000002,0.666666667,1.225806452,303586.6374,0
6681,8856,0.001929797,109.0,,20.0,0.7526338890000001,0,0.18524861,0.666666667,14195.7169,16054.301640000001,0.716666667,0.69047619,-0.10883268,0.666666667,10000000.0,-145577.8648,305798.3565,1.368033693,9442.157283,0
6682,8857,,74.0,,10.0,0.9215686270000001,0,-1.8932215019999998,0.666666667,294755.3493,294327.7482,0.6855345909999999,0.666666667,0.164784333,0.666666667,-323931.4363,4912.816172999999,0.666666667,1.399969517,894237.4117,1
6683,8858,,204.0,0.9841269840000001,20.0,0.8222222220000001,1,0.259902818,1.0,-677098.4832,14472.99627,0.695415695,0.666666667,-0.09548104,0.6875,9042158.998,772408.4735,0.666666667,1.826278007,0.666666667,0
6684,8859,-0.17893857100000002,67.33333333,0.981481481,15.0,0.76875,1,-0.22758983100000002,0.666666667,74523.31577,83875.7863,0.731286195,0.666666667,-2.1790405180000003,0.666666667,4610077.547,22961.10005,525274.3632,1.4146193409999999,661972.9192,0
6685,8860,-0.305355702,227.33333330000002,0.7333333329999999,10.0,0.728006884,0,0.764605785,0.75,245581.4726,209293.0094,0.722943723,,-0.060909537,,1303346.8590000002,458284.6616,304683.3566,1.144574968,0.666666667,0
6686,8861,0.010512033999999998,54.0,0.922222222,15.0,0.8399339929999999,0,-0.167154534,0.9090909090000001,6998147.34,96536.24516,0.75,0.666666667,0.043377114,1.0,1036924.2559999999,94324.74976,915099.9938,1.233766234,777776.296,0
6687,8862,-0.115571004,,0.666666667,10.0,0.7418960240000001,1,0.41287174299999996,,5860435.29,1258040.2959999999,0.7397849459999999,0.666666667,0.159930409,0.9259259259999999,-629310.3878,832431.8812,0.666666667,1.4458290109999998,398474.6486,0
6688,8863,-0.051629494000000005,,0.8888888890000001,15.0,0.780590717,0,0.39130267399999996,1.0,449980.0634,1269816.012,0.680952381,0.671201814,-0.039462666,,-312828.3945,2846489.099,307206.5901,1.286059314,321440.6363,1
6689,8864,,200.66666669999998,1.0,10.0,0.8666666670000001,0,,0.666666667,-6315.2467369999995,582145.6532,0.7843822840000001,0.666666667,0.12305705900000001,1.0,2260245.548,234995.3692,150947.059,1.4243738519999998,,1
6690,8865,-0.254631877,99.0,0.666666667,15.0,0.7777777779999999,0,-7.244148049,0.796135266,8349014.302999999,1376443.2280000001,0.697539098,0.695238095,0.135748742,,3440214.155,-3486.029704,13100000.0,1.423444088,0.666666667,0
6691,8866,-0.081257865,115.66666670000001,0.708333333,10.0,0.759481038,0,0.348674625,0.666666667,-286814.6001,0.666666667,0.693693694,0.666666667,0.252423957,1.0,331426.5137,-36878.516789999994,3567062.035,1.309333696,,0
6692,8867,0.5528217320000001,,0.8444444440000001,10.0,0.8814814809999999,0,-0.103236118,0.666666667,8469831.801,0.666666667,0.731286195,0.6811348559999999,,0.666666667,797340.5,961437.6145,640523.7798,1.423428004,0.666666667,0
6693,8868,,367.3333333,0.8888888890000001,10.0,0.759225567,0,-0.116281298,0.7333333329999999,174458.5479,788221.7357,0.693599573,0.666666667,,0.75,36404.93046,103752.5473,257136.0433,1.198680376,33675.779819999996,0
6694,8869,,178.0,0.7142857140000001,20.0,0.87802024,0,,1.0,2921081.18,0.666666667,0.666666667,0.666666667,0.11045069,,60766.15711,422057.1802,29036.022780000003,1.54964539,0.666666667,0
6695,8870,-0.065692664,,0.7333333329999999,15.0,1.0,0,0.102490045,,1646795.247,1041235.671,0.689393939,,0.059375847,0.666666667,-337931.4151,-385412.4606,268504.9102,1.437578759,803848.9256,1
6696,8871,-0.660829118,130.6666667,1.0,10.0,0.7455738709999999,1,1.6047742040000001,,638721.6645,62776.88971,0.774834437,0.683951257,0.07046026700000001,0.9722222220000001,614552.9893,37365.10386,532978.9174,1.575475116,0.666666667,0
6697,8872,0.900703393,80.66666667,,20.0,0.72,0,-0.28763359899999996,0.666666667,169538.3376,0.666666667,0.693599573,0.6813789640000001,-0.011517166,,-113036.1879,728009.2117,3436644.393,1.270791478,1039836.463,0
6698,8873,,100.66666670000001,0.75,20.0,0.88510101,0,,0.666666667,950468.5716,617206.4387,0.6976320579999999,0.666666667,-0.167597599,1.0,,74970.53422,782834.1159,1.4960878169999998,91959.27722,0
6699,8874,0.7249828540000001,12.33333333,1.0,10.0,0.751712965,0,,0.7222222220000001,3965018.7410000004,326069.0127,0.753246753,0.676647427,0.16737244099999998,1.0,12800000.0,8421296.445,109875.646,1.404685409,0.666666667,1
6700,8875,0.762571445,64.0,0.666666667,15.0,0.793010753,0,0.589785702,,-608448.3913,41947.27502,0.7272002259999999,0.666666667,0.000143,0.7777777779999999,1196493.147,66907.9531,784775.1305,1.560703107,0.666666667,0
6701,8876,1.5561207609999999,300.3333333,0.740740741,12.0,0.836453308,0,,0.833333333,505569.164,2526.42121,0.7910460990000001,0.67816092,-0.099139719,0.7536231879999999,1537025.756,7069816.534,301777.8003,1.3572123,0.666666667,1
6702,8877,1.941056409,87.33333333,0.82095028,10.0,0.7860331629999999,1,-0.173391669,,371195.0229,994567.9165,0.801251956,0.710652866,,0.666666667,2799996.652,46514.47679,11878.23333,1.205053594,1102209.858,0
6703,8878,1.091451594,65.66666667,0.8888888890000001,20.0,0.7370672890000001,0,,0.827956989,216215.5894,2667.9093239999997,0.77672956,0.666666667,-0.239265774,0.833333333,8425331.518,3722431.71,212054.0833,1.4140696519999998,110948.7223,1
6704,8879,0.5780816289999999,75.66666667,0.666666667,10.0,0.77735369,0,0.048912817000000004,,18000000.0,0.666666667,0.7018460470000001,0.666666667,,0.7875,16200000.0,214306.2792,10546.98819,1.63241031,0.666666667,1
6705,8880,,80.66666667,0.875,8.0,,0,0.047357252,,-102845.7789,212115.1576,0.735220798,0.666666667,0.21283565100000001,0.7222222220000001,3124.620661,1710561.0480000002,0.666666667,1.130952347,329054.4967,0
6706,8881,0.577587196,24.0,0.75,15.0,0.837092732,0,1.640596275,0.666666667,-178536.7773,66356.90882000001,0.6759259259999999,0.666666667,0.280311028,0.666666667,633730.297,98509.57232,0.666666667,1.5446107919999998,1425593.844,1
6707,8882,0.773927768,44.0,0.8888888890000001,10.0,0.7875984640000001,0,,0.833333333,-171370.9365,0.666666667,0.8015873020000001,,,0.818181818,3818.288847,2424519.337,2082115.707,1.234950209,283846.5544,0
6708,8883,,167.33333330000002,0.7333333329999999,15.0,0.739101742,0,,,1228578.518,92435.15754,0.713178295,0.666666667,,0.666666667,169077.9391,859636.4242,1001305.005,1.266666667,2067146.494,0
6709,8884,,114.0,0.8888888890000001,15.0,0.707482993,0,1.987819526,0.833333333,2931849.193,330545.749,0.771902869,0.666666667,0.05731684099999999,0.666666667,1264145.696,-100030.4837,0.666666667,1.386194726,372147.0076,0
6710,8885,,154.0,0.7142857140000001,10.0,0.69005848,0,1.2487941390000001,0.7111111109999999,1587396.6840000001,37565.44279,0.695555556,0.666666667,-0.054833745999999996,0.833333333,9153691.592,380071.6736,2218887.745,1.283783728,,0
6711,8886,-0.010365206,167.33333330000002,0.75,15.0,0.799171843,0,1.037947802,0.8888888890000001,2557453.629,499712.8504,0.7540983609999999,0.672222222,,1.0,998233.3714,-47750.41824,194857.974,1.5212270769999998,151508.8197,0
6712,8887,-0.204421185,80.66666667,0.754901961,25.0,0.75,0,0.198008076,0.875,1808932.753,28226.67208,0.7392210229999999,0.671066457,0.076890638,0.666666667,,227261.7473,531457.8406,1.500296099,953339.9526,0
6713,8888,-0.15999058900000002,200.66666669999998,,15.0,0.762962963,0,0.26463952,0.666666667,928867.2821,0.666666667,0.772727273,0.666666667,0.029937647,0.962962963,222705.0964,688748.3741,0.666666667,1.4429171090000001,0.666666667,0
6714,8889,0.336141741,165.66666669999998,0.775510204,10.0,0.899082569,0,,0.666666667,-1097254.504,0.666666667,0.721088435,0.666666667,-0.269410211,0.666666667,943333.0591,269798.2281,1068006.963,1.215484156,1864425.323,1
6715,8890,-0.099835058,84.0,0.8888888890000001,10.0,0.8888888890000001,0,,0.666666667,809595.571,0.666666667,0.7644710579999999,0.666666667,0.026741399,0.9,-483063.4681,1716940.475,298203.1247,1.347271446,0.666666667,0
6716,8891,0.043274883,214.0,0.666666667,15.0,0.796116505,0,0.921020917,0.7333333329999999,3156243.1119999997,8970.385317,0.7524271840000001,0.679072039,0.144718814,,9153691.592,-190792.8639,5348.086954,1.202387239,517131.6797,0
6717,8892,,67.33333333,0.807017544,12.0,0.72979798,0,,0.666666667,-11383.36055,0.666666667,0.715151515,0.67311406,,,221448.9336,-259050.9551,3178834.798,1.4928924959999998,0.666666667,0
6718,8893,0.8657879940000001,142.33333330000002,0.666666667,10.0,0.8346083790000001,0,,0.833333333,1869416.5119999999,904343.9269,0.696202532,0.666666667,,0.696969697,1045361.7459999999,123957.7869,236737.7392,1.486365613,286051.2606,0
6719,8894,0.233431289,,0.754385965,10.0,0.895984694,0,0.22521783199999998,0.7333333329999999,1459882.0280000002,0.666666667,0.7506702409999999,0.666666667,0.026917055,0.7777777779999999,2758309.494,244064.5255,5404265.977000001,1.397709649,293402.5485,0
6720,8895,,64.0,,20.0,0.821505376,0,,0.80952381,14600000.0,1014391.9659999999,0.76702509,0.666666667,,1.0,205080.84,915070.4135,2247387.5530000003,1.472990627,473573.7567,1
6721,8896,-0.033096238,89.0,0.666666667,10.0,0.880503145,0,-0.013899006,0.904761905,0.666666667,263342.6574,0.666666667,0.666666667,0.0743961,1.0,650914.747,1271393.933,0.666666667,1.270735681,9939557.447,0
6722,8897,-0.14052271300000002,40.66666667,0.9494949490000001,20.0,0.856012914,1,0.581603085,0.833333333,1428348.451,777069.9511,0.744791667,0.666666667,-0.279785218,0.666666667,,269855.3311,6979466.042,1.592383926,,1
6723,8898,-0.070423078,99.0,0.833333333,15.0,0.8608058609999999,0,,0.7777777779999999,44906.41682,245705.8036,0.6789445690000001,0.666666667,0.067283607,0.875,637924.9157,1072590.541,0.666666667,1.4780815680000001,463929.2198,1
6724,8899,-0.227791396,80.66666667,0.962962963,10.0,0.738095238,1,,1.0,7952176.681,31132.167439999997,0.7666666670000001,0.666666667,-0.039296671,0.666666667,-163629.3273,5779671.089,2883819.3819999998,1.9162390230000002,0.666666667,0
6725,8900,0.11788504400000001,64.0,0.747474747,10.0,0.721417069,0,,0.8,391837.6723,1883908.872,0.7251461990000001,0.666666667,0.051678219000000004,0.7777777779999999,-953614.3095,-139696.0167,160665.5855,1.436049357,0.666666667,0
6726,8901,,207.33333330000002,0.884615385,25.0,0.764705882,1,-0.237543495,0.856321839,-881433.3312,227762.0061,0.763513514,0.666666667,0.230137713,0.916666667,-14492.67246,1821007.4880000001,220465.6015,1.266666667,0.666666667,1
6727,8902,-0.101103569,77.33333333,0.80952381,10.0,0.775588396,0,-0.654804233,0.80952381,929737.4792,0.666666667,0.76,0.666666667,0.340162215,0.7174254320000001,107499.0995,11600000.0,537040.2994,1.216811869,102105.0058,0
6728,8903,0.558991198,50.66666667,0.666666667,15.0,0.729468599,0,-0.03466528,0.7142857140000001,245660.3956,911619.3548,0.7638888890000001,,0.151368537,0.703703704,87010.40756,-53413.31,257564.432,1.325182542,0.666666667,1
6729,8904,0.27336548899999996,45.66666667,,20.0,0.708333333,1,-0.168674409,,146285.5518,187730.1932,0.716129032,0.666666667,0.153188245,0.885416667,,1613211.8159999999,421494.8753,1.266666667,71165.84767999999,0
6730,8905,,245.66666669999998,1.0,15.0,0.71412037,1,0.744051488,0.8666666670000001,17701.974130000002,414993.6661,0.747593682,0.666666667,0.24644837100000003,0.833333333,617749.7681,8008732.107000001,42794.67536,1.287036944,,0
6731,8906,-0.044490185999999994,284.0,0.7857142859999999,20.0,0.728006884,0,0.26063464399999997,0.666666667,-133162.6104,91838.39811000001,0.7871636759999999,0.69186856,0.10910200099999999,0.916666667,-678675.9218,154396.9571,0.666666667,1.4491366209999998,0.666666667,1
6732,8907,,74.0,0.8666666670000001,18.0,0.763157895,1,0.035568589,,1712031.042,659629.6819,0.666666667,0.674242424,0.292002035,0.725490196,422800.184,612550.6485,387477.8948,1.317957503,0.666666667,1
6733,8908,-0.23697551,,0.7222222220000001,20.0,0.716666667,0,1.3532025619999999,1.0,23000000.0,0.666666667,0.688172043,0.666666667,-0.16275283699999998,0.666666667,610623.8157,-26454.20512,166982.6666,1.413891655,44129.96007,0
6734,8909,0.5858090260000001,87.33333333,0.794871795,15.0,0.745090163,0,,0.666666667,3288052.4489999996,2782048.025,0.73028521,0.6696153,0.190989255,0.80952381,-426342.2957,705879.6796,1990768.591,1.3162451990000001,,0
6735,8910,0.142600205,62.33333333,0.7777777779999999,20.0,0.772727273,1,,0.666666667,1862884.718,0.666666667,0.7227137220000001,0.666666667,0.152764266,0.7567287779999999,14600000.0,649231.2332,137453.6377,1.304044417,195246.9189,1
6736,8911,0.248540615,24.0,0.796296296,15.0,0.7343333329999999,1,,0.7777777779999999,-44105.31751,1279588.074,0.694444444,0.666666667,0.19414215,0.666666667,1166130.895,-73637.71165,1061292.345,1.281725123,236797.9012,0
6737,8912,,164.0,0.807017544,10.0,0.878551051,0,1.123212036,0.666666667,4395386.659,0.666666667,0.666666667,0.666666667,-0.277567448,0.8412698409999999,-6705.49494,2150872.022,0.666666667,1.407737218,355477.8636,0
6738,8913,-0.67962355,129.0,1.0,10.0,0.80694614,0,,,166906.4308,0.666666667,0.7286371340000001,0.666666667,,0.666666667,10000000.0,6285428.978999999,30686.89855,1.205048533,213263.6041,0
6739,8914,,610.6666667000001,0.727064765,15.0,0.79812716,0,,0.75,2497473.249,3527.04395,0.732319292,0.666666667,0.021710305,0.7777777779999999,1162644.998,4666150.676,777904.9433,1.496595114,739024.1476,0
6740,8915,0.133761764,77.33333333,0.8039215690000001,,0.752417355,0,0.11243790099999999,0.666666667,223211.4172,1043060.9720000001,0.7913043479999999,0.666666667,,0.80952381,715564.9817,1980059.315,1523404.407,1.266666667,114968.3448,0
6741,8916,,384.0,0.958333333,10.0,0.7681041009999999,0,,0.833333333,2291167.6859999998,0.666666667,0.721212121,0.67311406,0.063338648,0.666666667,-270194.4056,465282.6412,43333.710139999996,1.266666667,1641.106444,1
6742,8917,0.655728914,198.0,1.0,15.0,0.744971264,0,2.335603796,0.666666667,4084063.66,204209.3246,0.79389313,0.666666667,,0.833333333,-31239.68413,1383676.876,2348108.225,1.277797743,53600.5799,0
6743,8918,-0.666230901,127.33333329999999,0.696969697,25.0,0.746934225,0,,0.666666667,579721.4271,2404387.488,0.746714456,0.666666667,0.003827304,0.795454545,11900000.0,-1007993.8640000001,784775.1305,1.4590647769999998,0.666666667,0
6744,8919,0.38795472299999995,610.6666667000001,0.666666667,15.0,0.804533101,0,0.288744083,0.666666667,-498869.0674,238105.1109,0.833333333,0.666666667,-0.233031765,0.805555556,-1256469.211,-510324.0076,3057777.2260000003,1.251745169,20238.6348,0
6745,8920,,,0.833333333,10.0,0.793885602,0,,0.7142857140000001,-616712.0143,81910.28993,0.705128205,0.666666667,-0.032088604,0.7,442091.5513,368146.6845,712760.859,1.405171521,749855.9148,0
6746,8921,0.37516476,44.66666667,0.825396825,10.0,0.819031781,0,,0.8888888890000001,4025356.905,0.666666667,0.706959707,0.666666667,0.061679237000000005,0.8611111109999999,363140.9873,1005610.1359999999,32289.26374,1.42337325,0.666666667,0
6747,8922,0.076835639,107.33333329999999,0.716666667,15.0,0.717555397,0,1.950064241,0.805555556,4171224.393,128309.3386,0.724438288,,,0.666666667,68909.6818,2009688.851,10200000.0,1.42809423,367032.615,0
6748,8923,,,0.761904762,15.0,0.860465116,0,0.46722644,0.666666667,15900000.0,2384064.78,0.682926829,0.695652174,0.19542637100000002,0.666666667,1628939.7759999998,166914.6879,0.666666667,1.281806351,446479.5884,0
6749,8924,0.965191694,49.0,0.666666667,15.51724138,,0,1.706291461,0.666666667,3456929.1339999996,30556.021660000002,0.760233918,0.6950354609999999,0.162022804,,171925.0073,142044.8459,14950.66665,1.517500598,0.666666667,0
6750,8925,1.062497096,247.33333330000002,0.7777777779999999,14.0,0.80620915,0,-0.310641295,0.7895506790000001,64697.85226,0.666666667,0.73989899,0.67311406,-0.415695153,0.666666667,161624.4802,4486436.304,1641964.2869999998,1.255739508,0.666666667,0
6751,8926,-0.165955006,190.66666669999998,0.738095238,10.0,0.712328767,0,0.018826766,,-85794.00642,390517.9935,0.746143262,0.666666667,-0.019391414,0.666666667,-163935.198,-135708.5391,98730.49003,1.4951508009999999,113643.7622,0
6752,8927,2.070441347,84.0,0.666666667,20.0,0.725490196,1,,0.7777777779999999,3576167.008,744519.5382,0.7159090909999999,0.666666667,0.12133004800000001,0.666666667,63821.275239999995,1329224.584,1403040.9980000001,1.178234288,1747886.375,0
6753,8928,-0.10537542400000001,27.33333333,0.9523809520000001,15.0,0.787878788,0,-0.22478229800000002,0.666666667,4961298.485,157612.5866,0.754385965,0.666666667,0.060661202000000004,,503947.2329,287653.3709,1035277.875,1.3657274769999999,580136.1056,0
6754,8929,,77.33333333,0.8735632179999999,25.0,0.759180403,0,,1.0,2445419.566,178736.3085,0.712962963,0.6727739979999999,0.212172423,,6671.3303909999995,218247.7811,0.666666667,1.44897013,856799.1109,1
6755,8930,,32.33333333,0.736842105,10.0,0.849275362,0,0.258748722,0.666666667,4945281.206,669525.4855,0.746987952,0.666666667,,0.666666667,1411222.8830000001,11100000.0,789.3454592999999,1.4972229030000002,38212.32981,1
6756,8931,0.312180946,47.33333333,0.7692307690000001,15.0,0.7517241379999999,1,,0.666666667,-452661.276,0.666666667,0.70982302,0.666666667,0.163084766,0.7718606179999999,965290.4089,-1075661.262,68788.89936,1.39532752,2126.917673,0
6757,8932,0.429548861,197.33333330000002,0.666666667,10.0,0.763157895,0,-0.113218258,0.666666667,6667500.945,0.666666667,0.727272727,0.666666667,-0.122659806,,-132811.9968,7253515.332,340011.91,1.549012649,2181156.437,0
6758,8933,-0.048057178,34.0,0.666666667,16.0,0.7325728770000001,0,0.152357242,0.754960317,-617297.5445,1202646.076,0.733101571,0.666666667,,0.833333333,17000000.0,3745084.4289999995,531063.8405,1.2785470970000001,358536.1976,1
6759,8934,0.557563868,,0.712121212,20.0,0.794871795,0,,0.666666667,-75145.31562000001,0.666666667,0.78974359,0.666666667,,0.666666667,1579524.336,490474.69200000004,2147413.056,1.323342918,1552264.371,0
6760,8935,0.13660209,90.66666667,0.740740741,15.0,0.774509804,0,,0.7777777779999999,1321357.405,0.666666667,0.7353433840000001,0.666666667,0.35385667200000004,0.666666667,627778.8662,1054878.779,105548.2542,1.6306213809999999,7004.057755,0
6761,8936,,154.0,,15.0,0.805659075,0,,0.666666667,824352.3879,0.740385242,0.712643678,0.688009339,0.06975911,0.666666667,-161321.3999,569033.4575,0.666666667,1.364755537,867433.3704,0
6762,8937,1.242203496,107.33333329999999,0.8888888890000001,15.0,0.8465909090000001,0,0.16966339600000002,0.857142857,,1791916.4740000002,0.753284177,0.666666667,0.152751331,0.904761905,-324713.9489,9895389.941,246790.042,1.564510445,2260118.954,0
6763,8938,0.609306049,567.3333332999999,0.809178744,15.0,0.7910936479999999,0,-0.111079179,0.666666667,2127010.752,156249.7625,0.761050855,0.666666667,0.269828627,0.75,719111.3261,4009625.792,421688.506,1.442224248,1114333.9309999999,0
6764,8939,0.317454525,,,20.0,0.814814815,0,-0.261952201,0.666666667,2742039.3510000003,280702.4494,0.794674859,0.666666667,-0.308793145,0.666666667,1795857.0880000002,3239880.5089999996,1278497.058,1.507936434,13933.00374,0
6765,8940,,49.0,0.920634921,15.0,0.7681041009999999,0,1.073873933,0.916666667,11700000.0,172830.2851,0.753968254,0.666666667,,0.666666667,2319547.0930000003,576948.2759,19465.286959999998,1.421883009,0.666666667,0
6766,8941,1.043288845,115.66666670000001,0.814814815,15.0,0.787878788,0,-0.168625489,0.75,1039147.137,0.666666667,0.708991713,,0.14092028,0.7333333329999999,-105828.5368,2174273.232,540871.6132,1.526279561,171793.0629,1
6767,8942,0.276504632,54.0,0.7777777779999999,20.0,0.7633744859999999,1,,0.666666667,12500000.0,18853.1013,0.6910569109999999,0.718063187,,0.72,3812.4576509999997,1574099.2230000002,1409358.36,1.336549096,0.666666667,0
6768,8943,0.702408679,75.66666667,0.75,15.0,0.738442822,0,0.7096588859999999,0.666666667,123539.1666,18622.61403,0.774814815,0.6777777779999999,-0.01010789,0.666666667,28143.53372,-26332.82743,2434847.746,1.373341327,,0
6769,8944,-0.146101285,0.666666667,0.75,15.0,0.8216560509999999,1,,0.833333333,-124646.5035,16902.59867,0.723004695,0.666666667,-0.295948973,0.666666667,-1069460.0259999998,103752.5473,4016904.945,1.4566978030000002,1037098.708,1
6770,8945,6.559357088,247.33333330000002,0.7666666670000001,18.0,0.7654320990000001,0,0.48814178799999997,0.7777777779999999,407351.3115,340854.5856,0.725687429,0.680911681,,,,1252465.4270000001,646621.7993,1.6241210169999998,401665.5872,0
6771,8946,,147.33333330000002,0.75,20.0,0.9607843140000001,0,-0.21664329,0.7222222220000001,5211013.087,337099.8014,0.7222222220000001,0.666666667,-0.13750308,0.7777777779999999,-19017.04063,-61.64189771,482170.855,1.230753335,99402.29026000001,0
6772,8947,-0.107014965,267.3333333,0.8666666670000001,10.0,0.737991266,0,,0.9716553290000001,4258535.947,281732.9704,0.745640785,0.678493528,0.083231218,0.916666667,234632.4054,32551.101619999998,,1.48649078,0.666666667,1
6773,8948,-0.072095771,265.6666667,1.0,15.0,0.762652705,0,-0.61234438,,-40822.4643,266265.9372,0.731666667,0.680397892,-0.090882591,,2815936.588,789371.0324,974370.8697,1.495926848,151282.4297,0
6774,8949,-0.076175652,105.66666670000001,0.694444444,15.0,0.745495495,0,-0.603156583,0.833333333,153392.6817,5833431.265,0.7814814809999999,0.666666667,,0.666666667,916106.0161,1355702.2419999999,161312.46300000002,1.494385479,102141.7502,0
6775,8950,0.020971807000000002,,0.916666667,10.0,0.865608466,0,,0.666666667,2270754.288,0.666666667,0.763800542,0.666666667,-0.027567871,0.7225672879999999,-139779.9896,976554.8225,7347566.874,1.217948718,7883.953173999999,0
6776,8951,-0.10132558400000001,234.0,0.8024691359999999,5.2380952380000005,0.852612155,0,,0.708333333,2931760.983,0.666666667,0.8235294120000001,0.73964605,0.200699214,0.894927536,-9783.389079999999,356321.4378,977384.3659,1.4197680419999998,67945.60655,0
6777,8952,,55.66666667,0.7333333329999999,15.0,0.7340674009999999,0,-0.19690338699999999,0.666666667,3663083.492,10449.12117,0.7692307690000001,0.666666667,-0.11085806,,,-219365.6168,7637.382604,1.3065632109999998,0.666666667,0
6778,8953,,40.0,0.7142857140000001,15.0,0.75871323,0,,0.666666667,149434.112,0.666666667,0.727332581,,0.08847250599999999,0.666666667,72164.67941,166120.5766,4380047.649,1.308294804,460545.1059,0
6779,8954,-0.138462204,30.66666667,0.688888889,15.0,0.763157895,0,,1.0,653627.1179,0.666666667,0.7777777779999999,0.705469615,-0.037680829,0.851851852,-161675.2136,-16148.66506,0.666666667,,342253.4262,0
6780,8955,-0.058227957999999996,145.33333330000002,0.666666667,10.0,0.744927536,0,,0.7333333329999999,846076.9283,143264.689,0.774774775,0.6776556779999999,-0.224042701,1.0,3136543.7389999996,192038.2432,0.666666667,1.395711345,0.666666667,1
